enhedsnummer,cvrnummer,felttype,branchekode,branchetekst,gyldigfra,gyldigtil
4000856919,13222495,hovedbranche,101110,Forarbejdning af svinekød,2008-01-01,2200-01-01
4000856969,13225745,hovedbranche,642020,Ikke-finansielle holdingselskaber,2008-01-01,2200-01-01
4000330939,13227500,bibranche1,620100,Computerprogrammering,2011-07-21,2200-01-01
4000330939,13227500,bibranche2,682040,Udlejning af erhvervsejendomme,2011-07-21,2200-01-01
4000330939,13227500,hovedbranche,702200,Virksomhedsrådgivning og anden rådgivning om driftsledelse,2008-01-01,2200-01-01
4000487500,13227594,hovedbranche,642020,Ikke-finansielle holdingselskaber,2008-01-01,2200-01-01
2814806,13228345,hovedbranche,620200,Konsulentbistand vedrørende informationsteknologi,2014-01-01,2200-01-01
4000856282,13229570,hovedbranche,469000,Ikke-specialiseret engroshandel,2008-01-01,2200-01-01
4844261,13229848,hovedbranche,12800,"Dyrkning af krydderiplanter, aromaplanter og lægeplanter",2008-01-01,2200-01-01
2360900,13234833,hovedbranche,466500,Engroshandel med kontormøbler,2017-01-01,2200-01-01
2360900,13234833,hovedbranche,310100,Fremstilling af kontor- og butiksmøbler,2008-01-01,2016-12-31
2884447,13235686,hovedbranche,619000,Anden telekommunikation,2008-01-01,2200-01-01
4000872060,13237409,bibranche1,108400,Fremstilling af smagspræparater og krydderier,2008-01-02,2200-01-01
4000872060,13237409,hovedbranche,108900,Fremstilling af andre fødevarer i.a.n.,2008-01-01,2200-01-01
4000872067,13237689,bibranche1,466900,Engroshandel med andre maskiner og andet udstyr,2018-10-02,2200-01-01
4000872067,13237689,hovedbranche,466900,Engroshandel med andre maskiner og andet udstyr,2008-01-01,2018-10-01
4000872067,13237689,hovedbranche,464620,Engroshandel med læge- og hospitalsartikler,2018-10-02,2200-01-01
4000872072,13238006,bibranche1,464210,Engroshandel med beklædning,2015-10-01,2016-12-31
4000872072,13238006,hovedbranche,141300,Fremstilling af anden yderbeklædning,2008-01-01,2200-01-01
4000872076,13238189,bibranche1,271200,Fremstilling af elektriske fordelings- og kontrolapparater,2015-07-01,2017-07-31
4000872076,13238189,hovedbranche,466900,Engroshandel med andre maskiner og andet udstyr,2008-01-01,2200-01-01
4000849903,13239444,bibranche1,303000,Fremstilling af luft- og rumfartøjer o.l.,2008-01-02,2200-01-01
4000849903,13239444,hovedbranche,331600,Reparation og vedligeholdelse af luft- og rumfartøjer,2008-01-01,2200-01-01
4000849904,13239479,hovedbranche,181100,Trykning af dagblade,2008-01-01,2016-03-11
4000849907,13239703,bibranche1,256200,Maskinforarbejdning,2013-01-01,2200-01-01
4000849907,13239703,hovedbranche,281110,Fremstilling af vindmøller og dele hertil,2013-01-01,2200-01-01
4000330950,13246009,bibranche1,711210,Rådgivende ingeniørvirksomhed inden for byggeri og anlægsarbejder,2008-01-02,2200-01-01
4000330950,13246009,bibranche2,682040,Udlejning af erhvervsejendomme,2009-08-01,2015-11-03
4000330950,13246009,hovedbranche,711220,Rådgivende ingeniørvirksomhed inden for produktions- og maskinteknik,2008-01-01,2200-01-01
4000850296,13246092,bibranche1,108900,Fremstilling af andre fødevarer i.a.n.,2012-01-01,2016-11-30
4000850296,13246092,bibranche2,682040,Udlejning af erhvervsejendomme,2010-06-01,2016-11-30
4000850296,13246092,hovedbranche,211000,Fremstilling af farmaceutiske råvarer,2012-01-01,2016-11-30
4000850296,13246092,hovedbranche,774000,"Leasing af intellektuelle ejendomsrettigheder og lignende, dog ikke ophavsretsbeskyttede værker",2016-12-01,2200-01-01
4000850298,13246149,bibranche1,464610,Engroshandel med medicinalvarer og sygeplejeartikler,2008-01-02,2200-01-01
4000850298,13246149,bibranche2,211000,Fremstilling af farmaceutiske råvarer,2014-01-01,2200-01-01
4000850298,13246149,hovedbranche,212000,Fremstilling af farmaceutiske præparater,2008-01-01,2200-01-01
5673426,13246505,hovedbranche,494100,Vejgodstransport,2008-01-01,2200-01-01
4000850569,13246742,hovedbranche,464210,Engroshandel med beklædning,2008-01-01,2200-01-01
2777295,13247439,hovedbranche,643030,Investeringsselskaber,2008-01-01,2200-01-01
4000856122,13248699,hovedbranche,465100,"Engroshandel med computere, ydre enheder og software",2008-01-01,2200-01-01
4000856759,13254435,hovedbranche,464910,"Engroshandel med cykler, sportsartikler og lystbåde",2008-01-01,2200-01-01
3956770,13255342,hovedbranche,642010,Finansielle holdingselskaber,2014-01-01,2200-01-01
4000856775,13255377,hovedbranche,642020,Ikke-finansielle holdingselskaber,2008-01-01,2200-01-01
2611619,13256438,bibranche1,682040,Udlejning af erhvervsejendomme,2008-06-25,2200-01-01
2611619,13256438,hovedbranche,281110,Fremstilling af vindmøller og dele hertil,2013-01-01,2200-01-01
4000859627,13256772,bibranche1,473000,Servicestationer,2011-01-21,2200-01-01
4000859627,13256772,hovedbranche,463900,"Ikke-specialiseret engroshandel med føde-, drikke- og tobaksvarer",2008-01-01,2200-01-01
4000854536,13264031,hovedbranche,682040,Udlejning af erhvervsejendomme,2008-01-01,2200-01-01
4020354,13290644,bibranche1,21000,Dyrkning af træer og andre skovbrugsaktiviteter,2014-03-01,2019-04-11
4020354,13290644,bibranche2,15000,Blandet drift,2014-03-01,2019-04-11
4020354,13290644,hovedbranche,889910,"Foreninger, legater og fonde med sygdomsbekæmpende, sociale og velgørende formål",2008-01-01,2019-04-11
5067927,13304017,hovedbranche,471120,Supermarkeder,2008-01-01,2200-01-01
4000857329,13323577,hovedbranche,642020,Ikke-finansielle holdingselskaber,2008-01-01,2200-01-01
4000364786,13362718,bibranche1,271200,Fremstilling af elektriske fordelings- og kontrolapparater,2008-01-01,2016-10-06
4000364786,13362718,bibranche2,466900,Engroshandel med andre maskiner og andet udstyr,2008-01-01,2016-10-06
4000364786,13362718,hovedbranche,303000,Fremstilling af luft- og rumfartøjer o.l.,2008-01-01,2016-10-06
717906,13386293,bibranche1,582900,Anden udgivelse af software,2018-01-01,2200-01-01
717906,13386293,bibranche1,620100,Computerprogrammering,2008-01-02,2014-01-24
717906,13386293,hovedbranche,620100,Computerprogrammering,2014-01-25,2200-01-01
717906,13386293,hovedbranche,581200,Udgivelse af telefonbøger og adresselister,2008-01-01,2014-01-24
4000330982,13394172,hovedbranche,683110,Ejendomsmæglere mv.,2012-01-01,2200-01-01
4000551308,13394407,hovedbranche,461200,"Agenturhandel med brændstoffer, malme, metaller og kemiske produkter til industrien",2008-01-01,2200-01-01
4000852601,13394741,bibranche1,309200,Fremstilling af cykler og invalidekøretøjer,2015-01-01,2200-01-01
4000852601,13394741,hovedbranche,464910,"Engroshandel med cykler, sportsartikler og lystbåde",2008-01-01,2200-01-01
4000852920,13397597,bibranche1,682040,Udlejning af erhvervsejendomme,2012-07-01,2016-09-30
4000852920,13397597,hovedbranche,474100,"Detailhandel med computere, ydre enheder og software",2008-01-01,2200-01-01
2628647,13398275,hovedbranche,701010,Ikke-finansielle hovedsæders virksomhed,2008-01-01,2200-01-01
4000852947,13399301,bibranche1,682040,Udlejning af erhvervsejendomme,2008-01-02,2200-01-01
4000852947,13399301,hovedbranche,701010,Ikke-finansielle hovedsæders virksomhed,2008-01-01,2200-01-01
4203100,13399433,hovedbranche,493110,"Rutebuskørsel, by- og nærtrafik",2015-01-01,2200-01-01
4203100,13399433,hovedbranche,493910,"Rutebuskørsel, fjerntrafik og skolebusser",2008-01-01,2014-12-31
4000696394,13405476,bibranche1,463500,Engroshandel med tobaksvarer,2008-01-02,2200-01-01
4000696394,13405476,hovedbranche,120000,Fremstilling af tobaksprodukter,2008-01-01,2200-01-01
4000859141,13408785,bibranche1,462100,"Engroshandel med korn, uforarbejdet tobak, såsæd og foderstoffer",2008-01-02,2200-01-01
4000859141,13408785,hovedbranche,109100,Fremstilling af færdige foderblandinger til landbrugsdyr,2008-01-01,2200-01-01
4000857255,13409730,hovedbranche,642010,Finansielle holdingselskaber,2008-01-01,2200-01-01
4000857264,13410135,hovedbranche,642020,Ikke-finansielle holdingselskaber,2008-01-01,2019-05-29
3304641,13411182,bibranche1,464910,"Engroshandel med cykler, sportsartikler og lystbåde",2008-01-02,2200-01-01
3304641,13411182,hovedbranche,323000,Fremstilling af sportsudstyr,2008-01-01,2200-01-01
4000857316,13413088,hovedbranche,682040,Udlejning af erhvervsejendomme,2008-01-01,2200-01-01
4000857953,13414092,hovedbranche,642020,Ikke-finansielle holdingselskaber,2008-01-01,2200-01-01
4000863645,13421838,bibranche1,451120,"Detailhandel med personbiler, varebiler og minibusser",2008-01-02,2200-01-01
4000863645,13421838,hovedbranche,451110,"Engroshandel med personbiler, varebiler og minibusser",2008-01-01,2200-01-01
4000853263,13430241,hovedbranche,642020,Ikke-finansielle holdingselskaber,2008-01-01,2200-01-01
4000853632,13436681,bibranche1,251100,Fremstilling af metalkonstruktioner og dele heraf,2014-07-01,2200-01-01
4000853632,13436681,bibranche1,242000,Fremstilling af rør og hule profiler og tilhørende fittings af stål,2008-01-02,2014-06-30
4000853632,13436681,bibranche2,464100,Engroshandel med tekstiler,2008-01-01,2200-01-01
4000853632,13436681,hovedbranche,231400,Fremstilling af glasfiber,2008-01-01,2200-01-01
4000859427,13438048,hovedbranche,465210,Engroshandel med elektronisk udstyr,2008-01-01,2200-01-01
4000854566,13446830,bibranche1,464800,"Engroshandel med ure, smykker og guld- og sølvvarer",2008-01-02,2200-01-01
4000854566,13446830,hovedbranche,741010,Industriel design og produktdesign,2008-01-01,2200-01-01
4000854882,13449848,hovedbranche,263000,Fremstilling af kommunikationsudstyr,2008-01-01,2200-01-01
2431052,13451532,hovedbranche,791100,Rejsebureauer,2008-01-01,2200-01-01
4000861235,13456402,hovedbranche,201400,Fremstilling af andre organiske basiskemikalier,2013-01-01,2200-01-01
776451,13457395,hovedbranche,642020,Ikke-finansielle holdingselskaber,2013-01-01,2200-01-01
4144993,13473498,hovedbranche,463100,Engroshandel med frugt og grøntsager,2008-01-01,2200-01-01
4000854324,13473803,bibranche1,466900,Engroshandel med andre maskiner og andet udstyr,2008-01-02,2200-01-01
4000854324,13473803,hovedbranche,282200,Fremstilling af løfte- og håndteringsudstyr,2008-01-01,2200-01-01
2122145,13478805,hovedbranche,91000,Serviceydelser i forbindelse med indvinding af råolie og naturgas,2009-01-01,2200-01-01
4000855549,13484449,hovedbranche,256200,Maskinforarbejdning,2008-01-01,2200-01-01
4000855572,13485402,hovedbranche,642020,Ikke-finansielle holdingselskaber,2008-01-01,2015-08-06
3146742,13487146,bibranche1,702200,Virksomhedsrådgivning og anden rådgivning om driftsledelse,2009-12-17,2200-01-01
3146742,13487146,hovedbranche,643030,Investeringsselskaber,2011-01-07,2200-01-01
4000861980,13495173,hovedbranche,201500,Fremstilling af gødningsstoffer og nitrogenprodukter,2008-01-01,2200-01-01
4000862259,13496803,hovedbranche,662900,Andre hjælpetjenester i forbindelse med forsikring og pensionsforsikring,2008-01-01,2200-01-01
4000849241,13504393,hovedbranche,889910,"Foreninger, legater og fonde med sygdomsbekæmpende, sociale og velgørende formål",2013-01-01,2200-01-01
4000855883,13512582,hovedbranche,682040,Udlejning af erhvervsejendomme,2008-01-01,2200-01-01
4000331015,13513074,hovedbranche,591300,"Distribution af film, video- og tv-programmer",2008-01-01,2200-01-01
4000855418,13521735,hovedbranche,649900,"Anden finansiel formidling undtagen forsikring og pensionsforsikring, i.a.n.",2008-01-01,2200-01-01
3336757,13523428,hovedbranche,591120,Produktion af tv-programmer,2008-01-01,2200-01-01
4000855749,13526990,bibranche1,109100,Fremstilling af færdige foderblandinger til landbrugsdyr,2018-01-01,2200-01-01
4000855749,13526990,bibranche2,109200,Fremstilling af færdige foderblandinger til kæledyr,2018-01-01,2200-01-01
4000855749,13526990,hovedbranche,464610,Engroshandel med medicinalvarer og sygeplejeartikler,2008-01-01,2200-01-01
4000856060,13529930,hovedbranche,773900,"Udlejning og leasing af andet materiel, udstyr og andre materielle aktiver i.a.n.",2008-01-01,2200-01-01
3327535,13537607,hovedbranche,731200,Reklameplads i medier,2014-01-01,2200-01-01
2169056,13552649,hovedbranche,266090,Fremstilling af bestrålingsudstyr og elektromedicinsk og elektroterapeutisk udstyr,2013-01-01,2200-01-01
2816709,13574731,hovedbranche,464220,Engroshandel med fodtøj,2008-01-01,2200-01-01
4000851652,13589100,hovedbranche,821100,Kombinerede administrationsserviceydelser,2012-04-12,2200-01-01
4000851674,13590400,bibranche1,479113,"Detailhandel med husholdnings- eller boligudstyr, bortset fra elektriske apparater, via internet",2014-01-01,2200-01-01
4000851674,13590400,hovedbranche,475920,Boligtekstilforretninger,2008-01-01,2200-01-01
4000331024,13590885,hovedbranche,711210,Rådgivende ingeniørvirksomhed inden for byggeri og anlægsarbejder,2008-01-01,2200-01-01
4000331025,13591601,hovedbranche,412000,Opførelse af bygninger,2008-01-01,2200-01-01
4000331026,13592381,hovedbranche,642020,Ikke-finansielle holdingselskaber,2013-01-01,2200-01-01
4000857100,13595984,hovedbranche,451110,"Engroshandel med personbiler, varebiler og minibusser",2008-01-01,2200-01-01
4000857108,13596433,bibranche1,201600,Fremstilling af plast i ubearbejdet form,2008-01-02,2200-01-01
4000857108,13596433,hovedbranche,205200,Fremstilling af lim,2008-01-01,2200-01-01
5204066,13609578,hovedbranche,11100,"Dyrkning af korn (undtagen ris), bælgfrugter og olieholdige frø",2014-02-17,2019-03-21
5204066,13609578,hovedbranche,14100,Avl af malkekvæg,2019-03-22,2200-01-01
5204066,13609578,hovedbranche,14610,Avl af smågrise,2008-01-01,2014-02-16
4000857628,13609705,hovedbranche,172100,Fremstilling af bølgepap og pap og emballage af papir og pap,2008-01-01,2200-01-01
1487041,13611300,hovedbranche,551010,Hoteller,2008-01-02,2200-01-01
4000863797,13612870,hovedbranche,461800,Agenturhandel med specialiseret varesortiment i.a.n.,2012-01-01,2200-01-01
3947411,13613575,bibranche1,682040,Udlejning af erhvervsejendomme,2011-03-01,2016-02-29
3947411,13613575,bibranche1,682040,Udlejning af erhvervsejendomme,2018-03-01,2200-01-01
3947411,13613575,bibranche1,620900,Anden it-servicevirksomhed,2016-03-01,2018-02-28
3947411,13613575,bibranche2,692000,Bogføring og revision: skatterådgivning,2016-03-01,2200-01-01
3947411,13613575,bibranche3,464340,Engroshandel med fotografiske og optiske artikler,2016-03-01,2200-01-01
3947411,13613575,hovedbranche,464800,"Engroshandel med ure, smykker og guld- og sølvvarer",2008-01-01,2016-02-29
3947411,13613575,hovedbranche,821100,Kombinerede administrationsserviceydelser,2016-03-01,2200-01-01
2545067,13619883,hovedbranche,466900,Engroshandel med andre maskiner og andet udstyr,2008-01-01,2200-01-01
4620823,13620679,bibranche1,682040,Udlejning af erhvervsejendomme,2016-12-01,2200-01-01
4620823,13620679,hovedbranche,642020,Ikke-finansielle holdingselskaber,2008-01-01,2200-01-01
5904449,13627479,bibranche1,682040,Udlejning af erhvervsejendomme,2008-01-02,2200-01-01
5904449,13627479,hovedbranche,643030,Investeringsselskaber,2008-01-01,2200-01-01
4000852010,13633398,bibranche1,109100,Fremstilling af færdige foderblandinger til landbrugsdyr,2017-05-08,2200-01-01
4000852010,13633398,hovedbranche,462100,"Engroshandel med korn, uforarbejdet tobak, såsæd og foderstoffer",2008-01-01,2200-01-01
4000859669,13633630,hovedbranche,464930,Engroshandel med kufferter og lædervarer,2008-01-01,2016-11-28
2391374,13637148,hovedbranche,463810,Engroshandel med fisk og fiskeprodukter,2008-01-01,2200-01-01
4000858125,13638632,bibranche1,471110,Købmænd og døgnkiosker,2008-01-02,2015-12-18
4000858125,13638632,hovedbranche,772200,Udlejning af videobånd og videodisks,2008-01-01,2015-12-18
4000858126,13638748,bibranche1,642020,Ikke-finansielle holdingselskaber,2011-01-01,2200-01-01
4000858126,13638748,bibranche2,682040,Udlejning af erhvervsejendomme,2011-12-01,2200-01-01
4000858126,13638748,hovedbranche,771200,Udlejning og leasing af lastbiler,2011-01-01,2200-01-01
4000858132,13639108,bibranche1,467310,"Engroshandel med træ, trælast og byggematerialer",2008-01-02,2200-01-01
4000858132,13639108,hovedbranche,222100,"Fremstilling af plader, ark, rør og slanger samt profiler af plast",2008-01-01,2200-01-01
4000858140,13639582,hovedbranche,732000,Markedsanalyse og offentlig meningsmåling,2008-01-01,2200-01-01
4000864481,13644896,hovedbranche,682040,Udlejning af erhvervsejendomme,2008-01-01,2014-12-01
4000864484,13645043,bibranche1,102020,"Forarbejdning og konservering af fisk, krebsdyr og bløddyr, undtagen fiskemel",2008-01-02,2200-01-01
4000864484,13645043,hovedbranche,463810,Engroshandel med fisk og fiskeprodukter,2008-01-01,2200-01-01
4000860262,13658986,hovedbranche,889910,"Foreninger, legater og fonde med sygdomsbekæmpende, sociale og velgørende formål",2008-01-01,2200-01-01
3178416,13674671,hovedbranche,412000,Opførelse af bygninger,2008-01-01,2200-01-01
4000858506,13676941,bibranche1,466900,Engroshandel med andre maskiner og andet udstyr,2008-01-01,2200-01-01
4000858506,13676941,hovedbranche,283000,Fremstilling af landbrugs- og skovbrugsmaskiner,2008-01-01,2200-01-01
4000858517,13677840,hovedbranche,102020,"Forarbejdning og konservering af fisk, krebsdyr og bløddyr, undtagen fiskemel",2008-01-01,2200-01-01
4000858526,13678294,hovedbranche,466900,Engroshandel med andre maskiner og andet udstyr,2008-01-01,2200-01-01
4000858820,13680531,hovedbranche,465100,"Engroshandel med computere, ydre enheder og software",2008-01-01,2017-05-04
4000858820,13680531,hovedbranche,612000,Trådløs telekommunikation,2017-05-05,2200-01-01
4000859155,13684375,hovedbranche,451920,Engros- og detailhandel med lastbiler og påhængsvogne mv.,2008-01-01,2200-01-01
