cvrnummer,formkode,kortbeskrivelse,langbeskrivelse,gyldigfra,gyldigtil
18408244,60,A/S,Aktieselskab,1995-02-26,2200-01-01
19201112,60,A/S,Aktieselskab,1955-06-14,2200-01-01
19270335,60,A/S,Aktieselskab,1996-05-09,2200-01-01
18660393,60,A/S,Aktieselskab,1995-07-01,2200-01-01
19011186,60,A/S,Aktieselskab,1995-12-22,2200-01-01
18683741,60,A/S,Aktieselskab,1995-08-04,2200-01-01
18974347,60,A/S,Aktieselskab,1995-12-14,2200-01-01
19028704,60,A/S,Aktieselskab,1996-01-05,2200-01-01
19029484,60,A/S,Aktieselskab,1996-01-08,2200-01-01
19225097,60,A/S,Aktieselskab,1996-03-22,2200-01-01
19248615,60,A/S,Aktieselskab,1969-04-21,2200-01-01
19141748,60,A/S,Aktieselskab,1996-02-13,2200-01-01
19228509,60,A/S,Aktieselskab,2001-01-12,2200-01-01
19228746,60,A/S,Aktieselskab,1996-03-15,2200-01-01
19252191,60,A/S,Aktieselskab,1999-10-15,2200-01-01
19189384,60,A/S,Aktieselskab,1996-03-01,2015-08-20
19189511,60,A/S,Aktieselskab,1961-08-08,2200-01-01
19189635,60,A/S,Aktieselskab,1996-03-01,2200-01-01
19232441,60,A/S,Aktieselskab,1996-03-06,2200-01-01
19056201,60,A/S,Aktieselskab,1996-01-01,2200-01-01
19271234,60,A/S,Aktieselskab,2003-09-29,2017-05-17
19256707,60,A/S,Aktieselskab,1996-04-10,2200-01-01
19162494,60,A/S,Aktieselskab,1996-02-29,2200-01-01
19046532,60,A/S,Aktieselskab,1996-01-01,2200-01-01
19185818,60,A/S,Aktieselskab,1967-05-17,2200-01-01
18993791,60,A/S,Aktieselskab,1995-12-22,2200-01-01
19145131,60,A/S,Aktieselskab,1996-02-09,2016-12-28
19549291,60,A/S,Aktieselskab,1996-09-24,2200-01-01
19195597,60,A/S,Aktieselskab,1996-03-01,2200-01-01
19288390,60,A/S,Aktieselskab,1996-04-12,2200-01-01
19020940,60,A/S,Aktieselskab,1995-12-01,2200-01-01
18630036,60,A/S,Aktieselskab,1995-05-29,2200-01-01
18631776,60,A/S,Aktieselskab,1995-12-27,2200-01-01
19407330,60,A/S,Aktieselskab,1996-06-27,2200-01-01
18634503,60,A/S,Aktieselskab,1995-06-29,2200-01-01
19431592,60,A/S,Aktieselskab,1996-06-21,2200-01-01
19262936,60,A/S,Aktieselskab,1996-04-01,2200-01-01
19382885,60,A/S,Aktieselskab,1996-05-01,2200-01-01
19284530,60,A/S,Aktieselskab,1996-05-20,2017-12-05
18944804,60,A/S,Aktieselskab,1995-11-01,2200-01-01
19503046,60,A/S,Aktieselskab,1996-06-21,2200-01-01
19673146,60,A/S,Aktieselskab,2000-12-18,2200-01-01
19659038,60,A/S,Aktieselskab,2003-03-10,2200-01-01
19489671,60,A/S,Aktieselskab,1996-10-28,2200-01-01
19611302,60,A/S,Aktieselskab,1996-11-01,2200-01-01
19555305,60,A/S,Aktieselskab,1996-09-01,2200-01-01
19555380,60,A/S,Aktieselskab,1996-09-01,2200-01-01
19556603,60,A/S,Aktieselskab,1996-09-01,2200-01-01
19354598,60,A/S,Aktieselskab,1996-06-01,2200-01-01
19372987,60,A/S,Aktieselskab,1996-07-01,2017-06-23
19374378,60,A/S,Aktieselskab,1996-07-01,2015-10-23
19435598,60,A/S,Aktieselskab,1996-06-21,2200-01-01
19328732,60,A/S,Aktieselskab,1996-05-15,2200-01-01
19329496,60,A/S,Aktieselskab,2011-06-30,2200-01-01
19559394,60,A/S,Aktieselskab,1996-10-01,2200-01-01
19729001,60,A/S,Aktieselskab,1996-12-27,2200-01-01
19449335,60,A/S,Aktieselskab,1996-06-21,2200-01-01
19691403,60,A/S,Aktieselskab,1996-06-11,2200-01-01
19693643,60,A/S,Aktieselskab,2003-05-23,2014-09-01
19639797,60,A/S,Aktieselskab,1996-10-01,2200-01-01
19751937,60,A/S,Aktieselskab,2007-05-31,2200-01-01
19752283,60,A/S,Aktieselskab,1996-11-01,2200-01-01
19495779,60,A/S,Aktieselskab,1996-08-15,2015-01-01
20039191,60,A/S,Aktieselskab,1997-01-01,2200-01-01
19342735,60,A/S,Aktieselskab,1996-05-01,2200-01-01
19992306,60,A/S,Aktieselskab,1997-03-26,2200-01-01
19995275,60,A/S,Aktieselskab,1997-03-01,2200-01-01
20013508,60,A/S,Aktieselskab,1997-05-01,2200-01-01
20014784,60,A/S,Aktieselskab,1997-01-01,2200-01-01
20041587,60,A/S,Aktieselskab,1997-02-01,2200-01-01
20015381,60,A/S,Aktieselskab,1997-01-01,2200-01-01
20015640,60,A/S,Aktieselskab,1997-02-01,2200-01-01
19685535,60,A/S,Aktieselskab,1996-11-27,2200-01-01
19685543,60,A/S,Aktieselskab,1996-11-27,2200-01-01
19778983,60,A/S,Aktieselskab,1996-11-20,2200-01-01
19403939,60,A/S,Aktieselskab,1996-06-01,2200-01-01
19891615,60,A/S,Aktieselskab,1940-01-19,2200-01-01
19876616,60,A/S,Aktieselskab,1962-06-15,2200-01-01
19723941,60,A/S,Aktieselskab,1996-12-01,2200-01-01
20017775,60,A/S,Aktieselskab,1997-01-25,2200-01-01
19746348,60,A/S,Aktieselskab,2005-06-16,2200-01-01
19803376,60,A/S,Aktieselskab,1996-12-16,2017-07-01
19997049,60,A/S,Aktieselskab,1997-03-13,2200-01-01
19828131,60,A/S,Aktieselskab,1997-04-02,2200-01-01
20001305,60,A/S,Aktieselskab,1997-03-14,2200-01-01
20001488,60,A/S,Aktieselskab,1997-04-21,2200-01-01
19846679,60,A/S,Aktieselskab,1997-02-20,2200-01-01
20004630,60,A/S,Aktieselskab,1997-05-13,2200-01-01
20005599,60,A/S,Aktieselskab,1997-02-10,2200-01-01
20010088,60,A/S,Aktieselskab,1997-03-24,2200-01-01
20341130,60,A/S,Aktieselskab,2000-11-27,2200-01-01
19879712,60,A/S,Aktieselskab,1966-10-07,2200-01-01
19902447,60,A/S,Aktieselskab,2012-11-30,2200-01-01
19950905,60,A/S,Aktieselskab,1996-12-15,2200-01-01
19883442,60,A/S,Aktieselskab,1997-03-12,2200-01-01
19883876,60,A/S,Aktieselskab,1997-03-07,2200-01-01
20096098,60,A/S,Aktieselskab,1997-06-07,2200-01-01
20051582,60,A/S,Aktieselskab,1997-04-15,2200-01-01
19755444,60,A/S,Aktieselskab,1996-12-01,2200-01-01
20299975,60,A/S,Aktieselskab,1997-08-26,2200-01-01
20300345,60,A/S,Aktieselskab,2000-05-21,2019-03-08
19986292,60,A/S,Aktieselskab,1997-01-15,2200-01-01
19989348,60,A/S,Aktieselskab,1997-05-01,2200-01-01
19835901,60,A/S,Aktieselskab,1997-02-14,2200-01-01
20007117,60,A/S,Aktieselskab,1948-11-06,2200-01-01
20287381,60,A/S,Aktieselskab,2000-05-18,2015-08-31
20309474,60,A/S,Aktieselskab,1997-09-01,2200-01-01
20309687,60,A/S,Aktieselskab,1997-09-01,2200-01-01
20343249,60,A/S,Aktieselskab,1997-05-15,2200-01-01
20343443,60,A/S,Aktieselskab,1997-05-15,2200-01-01
20186372,60,A/S,Aktieselskab,2003-04-30,2200-01-01
20192208,60,A/S,Aktieselskab,1997-07-10,2200-01-01
20045078,60,A/S,Aktieselskab,1997-04-01,2200-01-01
20128070,60,A/S,Aktieselskab,1997-06-20,2200-01-01
20213094,60,A/S,Aktieselskab,2002-06-26,2200-01-01
20288442,60,A/S,Aktieselskab,2000-12-29,2200-01-01
20247797,60,A/S,Aktieselskab,1997-07-01,2200-01-01
20247800,60,A/S,Aktieselskab,1997-07-01,2200-01-01
20247940,60,A/S,Aktieselskab,1997-07-01,2019-03-12
20283084,60,A/S,Aktieselskab,1997-07-01,2200-01-01
20278196,60,A/S,Aktieselskab,2006-04-04,2200-01-01
20284196,60,A/S,Aktieselskab,1997-07-01,2200-01-01
20284390,60,A/S,Aktieselskab,1997-07-01,2200-01-01
20047941,60,A/S,Aktieselskab,1997-05-01,2200-01-01
20048093,60,A/S,Aktieselskab,1997-05-01,2200-01-01
20215380,60,A/S,Aktieselskab,1997-07-01,2200-01-01
20216883,60,A/S,Aktieselskab,1997-07-21,2200-01-01
20172800,60,A/S,Aktieselskab,1997-06-23,2200-01-01
20173173,60,A/S,Aktieselskab,1997-06-06,2200-01-01
20153946,60,A/S,Aktieselskab,1997-06-23,2200-01-01
20155892,60,A/S,Aktieselskab,2002-04-26,2200-01-01
20199806,60,A/S,Aktieselskab,2000-05-31,2200-01-01
20458801,60,A/S,Aktieselskab,1997-06-30,2200-01-01
20177284,60,A/S,Aktieselskab,1997-06-01,2200-01-01
20178779,60,A/S,Aktieselskab,1997-06-16,2016-06-21
20218428,60,A/S,Aktieselskab,1949-07-22,2200-01-01
20090642,60,A/S,Aktieselskab,1997-06-06,2200-01-01
20233842,60,A/S,Aktieselskab,1997-07-04,2019-01-21
20233907,60,A/S,Aktieselskab,1997-06-30,2200-01-01
20296372,60,A/S,Aktieselskab,1997-07-03,2200-01-01
20117982,60,A/S,Aktieselskab,1997-06-13,2200-01-01
20237201,60,A/S,Aktieselskab,1997-05-27,2017-12-14
20252944,60,A/S,Aktieselskab,1997-07-01,2200-01-01
20255617,60,A/S,Aktieselskab,1950-03-24,2200-01-01
20644702,60,A/S,Aktieselskab,2002-05-23,2200-01-01
20444398,60,A/S,Aktieselskab,1997-09-22,2200-01-01
20370599,60,A/S,Aktieselskab,2008-05-28,2200-01-01
20379804,60,A/S,Aktieselskab,1997-08-29,2017-11-22
20544848,60,A/S,Aktieselskab,1997-12-18,2200-01-01
20545933,60,A/S,Aktieselskab,1998-01-01,2200-01-01
20560010,60,A/S,Aktieselskab,1930-11-05,2200-01-01
20560673,60,A/S,Aktieselskab,1997-12-15,2200-01-01
20400234,60,A/S,Aktieselskab,1997-10-01,2200-01-01
20400285,60,A/S,Aktieselskab,1997-10-01,2200-01-01
20567112,60,A/S,Aktieselskab,1963-06-28,2200-01-01
20503580,60,A/S,Aktieselskab,1997-12-01,2200-01-01
20589183,60,A/S,Aktieselskab,1997-09-01,2200-01-01
20601647,60,A/S,Aktieselskab,1998-01-01,2200-01-01
20621117,60,A/S,Aktieselskab,1961-10-28,2200-01-01
20638613,60,A/S,Aktieselskab,1954-06-22,2200-01-01
20612630,60,A/S,Aktieselskab,2006-02-03,2200-01-01
20646330,60,A/S,Aktieselskab,2001-07-05,2200-01-01
20615001,60,A/S,Aktieselskab,1998-02-01,2200-01-01
20631287,60,A/S,Aktieselskab,1997-10-07,2015-11-26
20665777,60,A/S,Aktieselskab,1998-01-01,2200-01-01
20666072,60,A/S,Aktieselskab,1998-01-01,2200-01-01
20668245,60,A/S,Aktieselskab,1997-12-01,2200-01-01
20635177,60,A/S,Aktieselskab,1998-01-29,2016-06-24
20457791,60,A/S,Aktieselskab,1997-08-27,2200-01-01
20413743,60,A/S,Aktieselskab,1997-07-03,2200-01-01
20429631,60,A/S,Aktieselskab,2012-05-11,2200-01-01
20275170,60,A/S,Aktieselskab,1997-08-24,2015-12-15
20575786,60,A/S,Aktieselskab,1997-12-17,2200-01-01
20470399,60,A/S,Aktieselskab,1997-11-01,2200-01-01
20608544,60,A/S,Aktieselskab,2010-05-03,2200-01-01
20754788,60,A/S,Aktieselskab,1998-03-17,2200-01-01
20758236,60,A/S,Aktieselskab,2000-03-29,2200-01-01
20937289,60,A/S,Aktieselskab,1998-06-18,2200-01-01
20806400,60,A/S,Aktieselskab,1998-01-01,2200-01-01
20775149,60,A/S,Aktieselskab,1998-02-26,2200-01-01
20806397,60,A/S,Aktieselskab,1998-01-01,2200-01-01
20940441,60,A/S,Aktieselskab,1998-04-01,2200-01-01
20961503,60,A/S,Aktieselskab,1998-06-15,2200-01-01
20955600,60,A/S,Aktieselskab,1998-04-01,2200-01-01
20810440,60,A/S,Aktieselskab,1998-01-01,2200-01-01
20962607,60,A/S,Aktieselskab,1998-05-20,2200-01-01
20830131,60,A/S,Aktieselskab,2019-04-10,2200-01-01
20831502,60,A/S,Aktieselskab,1998-03-09,2200-01-01
20406194,60,A/S,Aktieselskab,1997-10-02,2200-01-01
20866381,60,A/S,Aktieselskab,1998-04-15,2200-01-01
20882336,60,A/S,Aktieselskab,1998-05-31,2200-01-01
20750170,60,A/S,Aktieselskab,1998-02-02,2200-01-01
20887397,60,A/S,Aktieselskab,1998-04-01,2200-01-01
20710675,60,A/S,Aktieselskab,1997-12-01,2200-01-01
20683880,60,A/S,Aktieselskab,2001-12-03,2200-01-01
20861770,60,A/S,Aktieselskab,2009-09-01,2200-01-01
20837608,60,A/S,Aktieselskab,1998-05-01,2018-06-06
20843187,60,A/S,Aktieselskab,1998-02-11,2200-01-01
20862181,60,A/S,Aktieselskab,1998-03-01,2200-01-01
20862246,60,A/S,Aktieselskab,1998-03-01,2019-05-15
20437499,60,A/S,Aktieselskab,1997-09-30,2200-01-01
20594977,60,A/S,Aktieselskab,1998-01-09,2200-01-01
20595698,60,A/S,Aktieselskab,1997-10-01,2200-01-01
20839244,60,A/S,Aktieselskab,1998-02-02,2016-11-09
20781793,60,A/S,Aktieselskab,2017-05-19,2200-01-01
20784687,60,A/S,Aktieselskab,1998-01-27,2200-01-01
20758775,60,A/S,Aktieselskab,1998-03-01,2200-01-01
20704470,60,A/S,Aktieselskab,1976-02-24,2200-01-01
20817887,60,A/S,Aktieselskab,1998-03-31,2200-01-01
20702419,60,A/S,Aktieselskab,1912-10-21,2017-02-24
20761695,60,A/S,Aktieselskab,1998-03-16,2015-04-29
20852984,60,A/S,Aktieselskab,1998-03-27,2200-01-01
20721537,60,A/S,Aktieselskab,1998-01-27,2200-01-01
21224138,60,A/S,Aktieselskab,1998-07-27,2200-01-01
21176893,60,A/S,Aktieselskab,1998-09-28,2200-01-01
21243833,60,A/S,Aktieselskab,2000-04-12,2200-01-01
20717572,60,A/S,Aktieselskab,2004-04-20,2200-01-01
20719907,60,A/S,Aktieselskab,2013-11-18,2200-01-01
21118346,60,A/S,Aktieselskab,1998-08-25,2200-01-01
20718196,60,A/S,Aktieselskab,1998-03-04,2200-01-01
21007994,60,A/S,Aktieselskab,2000-05-05,2200-01-01
21187399,60,A/S,Aktieselskab,2005-08-23,2200-01-01
20973277,60,A/S,Aktieselskab,2001-06-21,2200-01-01
21153702,60,A/S,Aktieselskab,1998-07-01,2200-01-01
21256110,60,A/S,Aktieselskab,1954-12-30,2200-01-01
20950838,60,A/S,Aktieselskab,2000-03-22,2200-01-01
21261092,60,A/S,Aktieselskab,2014-02-28,2200-01-01
21151084,60,A/S,Aktieselskab,1998-07-01,2200-01-01
21263788,60,A/S,Aktieselskab,1998-10-05,2200-01-01
21263834,60,A/S,Aktieselskab,1998-10-05,2200-01-01
21264032,60,A/S,Aktieselskab,1998-10-05,2200-01-01
21205370,60,A/S,Aktieselskab,1998-08-24,2200-01-01
21068683,60,A/S,Aktieselskab,1998-07-01,2200-01-01
21229237,60,A/S,Aktieselskab,1998-10-08,2200-01-01
21072842,60,A/S,Aktieselskab,1998-02-09,2200-01-01
21072885,60,A/S,Aktieselskab,2007-06-01,2017-05-26
21199109,60,A/S,Aktieselskab,1998-11-18,2200-01-01
21191574,60,A/S,Aktieselskab,1996-02-22,2200-01-01
21191809,60,A/S,Aktieselskab,1998-09-02,2200-01-01
21093106,60,A/S,Aktieselskab,1998-05-01,2200-01-01
21109304,60,A/S,Aktieselskab,1998-08-11,2200-01-01
21141402,60,A/S,Aktieselskab,1998-03-27,2200-01-01
21142042,60,A/S,Aktieselskab,1998-07-29,2200-01-01
21142743,60,A/S,Aktieselskab,1998-09-01,2200-01-01
21158909,60,A/S,Aktieselskab,1998-07-01,2200-01-01
21144134,60,A/S,Aktieselskab,1998-07-01,2200-01-01
21144142,60,A/S,Aktieselskab,1998-07-01,2200-01-01
21144207,60,A/S,Aktieselskab,1998-06-01,2200-01-01
21146242,60,A/S,Aktieselskab,1998-07-01,2200-01-01
21023884,60,A/S,Aktieselskab,1998-06-11,2200-01-01
20896949,60,A/S,Aktieselskab,1998-04-01,2200-01-01
21167584,60,A/S,Aktieselskab,2003-07-03,2200-01-01
21252492,60,A/S,Aktieselskab,1998-10-01,2200-01-01
21254649,60,A/S,Aktieselskab,2009-06-19,2200-01-01
20899506,60,A/S,Aktieselskab,1998-04-01,2200-01-01
21075639,60,A/S,Aktieselskab,2000-04-25,2200-01-01
21076236,60,A/S,Aktieselskab,1998-07-01,2015-03-17
21474878,60,A/S,Aktieselskab,1999-01-01,2200-01-01
21093939,60,A/S,Aktieselskab,2003-05-28,2200-01-01
21094234,60,A/S,Aktieselskab,1998-05-01,2200-01-01
21487996,60,A/S,Aktieselskab,1998-07-01,2200-01-01
21377538,60,A/S,Aktieselskab,1998-12-15,2200-01-01
21378607,60,A/S,Aktieselskab,1998-10-27,2200-01-01
20971134,60,A/S,Aktieselskab,1998-06-25,2200-01-01
21409332,60,A/S,Aktieselskab,1998-10-01,2200-01-01
21147532,60,A/S,Aktieselskab,1998-07-01,2200-01-01
21147583,60,A/S,Aktieselskab,1998-07-01,2200-01-01
21410233,60,A/S,Aktieselskab,1998-10-01,2016-10-26
21411191,60,A/S,Aktieselskab,1998-12-29,2200-01-01
21276383,60,A/S,Aktieselskab,1998-08-25,2200-01-01
21414395,60,A/S,Aktieselskab,2008-12-28,2016-07-12
21332410,60,A/S,Aktieselskab,1957-05-02,2200-01-01
21293288,60,A/S,Aktieselskab,1998-10-02,2200-01-01
21511943,60,A/S,Aktieselskab,1999-02-01,2200-01-01
21429597,60,A/S,Aktieselskab,1998-12-30,2017-12-13
21302279,60,A/S,Aktieselskab,1998-07-29,2016-10-27
21416932,60,A/S,Aktieselskab,2003-11-29,2200-01-01
21264687,60,A/S,Aktieselskab,1998-09-16,2200-01-01
21478008,60,A/S,Aktieselskab,1999-01-01,2200-01-01
21431516,60,A/S,Aktieselskab,1961-03-14,2200-01-01
21363839,60,A/S,Aktieselskab,1998-10-12,2200-01-01
21381934,60,A/S,Aktieselskab,1999-01-01,2200-01-01
21527831,60,A/S,Aktieselskab,1999-02-15,2017-01-24
21367087,60,A/S,Aktieselskab,1999-01-08,2200-01-01
21527408,60,A/S,Aktieselskab,1998-06-30,2200-01-01
21385484,60,A/S,Aktieselskab,1998-12-22,2200-01-01
21386073,60,A/S,Aktieselskab,1998-12-16,2200-01-01
21368571,60,A/S,Aktieselskab,1998-12-22,2200-01-01
21497932,60,A/S,Aktieselskab,1999-01-01,2200-01-01
21589713,60,A/S,Aktieselskab,1966-11-02,2016-10-27
21620378,60,A/S,Aktieselskab,1999-02-25,2200-01-01
21536849,60,A/S,Aktieselskab,1999-02-19,2200-01-01
21340006,60,A/S,Aktieselskab,1998-11-26,2200-01-01
21420018,60,A/S,Aktieselskab,1946-02-27,2200-01-01
21518689,60,A/S,Aktieselskab,2001-06-10,2200-01-01
21481483,60,A/S,Aktieselskab,1999-01-01,2200-01-01
21270776,60,A/S,Aktieselskab,1998-11-16,2200-01-01
21354406,60,A/S,Aktieselskab,2002-03-22,2200-01-01
21435449,60,A/S,Aktieselskab,1998-12-21,2200-01-01
21633119,60,A/S,Aktieselskab,1950-05-15,2200-01-01
21682977,60,A/S,Aktieselskab,1999-04-19,2200-01-01
21572047,60,A/S,Aktieselskab,1999-01-11,2200-01-01
21634409,60,A/S,Aktieselskab,1999-04-14,2200-01-01
21596183,60,A/S,Aktieselskab,1999-12-23,2017-12-28
21687812,60,A/S,Aktieselskab,1944-03-02,2200-01-01
21705195,60,A/S,Aktieselskab,1999-03-05,2200-01-01
21582387,60,A/S,Aktieselskab,1999-03-22,2200-01-01
21660841,60,A/S,Aktieselskab,1999-04-29,2200-01-01
21662534,60,A/S,Aktieselskab,1998-12-21,2200-01-01
21570540,60,A/S,Aktieselskab,1999-03-12,2200-01-01
21639036,60,A/S,Aktieselskab,1999-02-25,2200-01-01
21639044,60,A/S,Aktieselskab,1999-09-30,2200-01-01
21653349,60,A/S,Aktieselskab,1999-04-20,2017-03-06
21564842,60,A/S,Aktieselskab,1999-03-04,2200-01-01
21806374,60,A/S,Aktieselskab,2007-11-06,2200-01-01
21836400,60,A/S,Aktieselskab,1999-06-25,2200-01-01
21853542,60,A/S,Aktieselskab,1999-05-01,2200-01-01
21387649,60,A/S,Aktieselskab,1999-01-01,2200-01-01
21388939,60,A/S,Aktieselskab,1998-10-01,2200-01-01
22022512,60,A/S,Aktieselskab,1962-09-10,2200-01-01
21778702,60,A/S,Aktieselskab,1999-06-14,2200-01-01
21813095,60,A/S,Aktieselskab,1999-06-29,2200-01-01
21792802,60,A/S,Aktieselskab,1999-06-25,2200-01-01
21766488,60,A/S,Aktieselskab,2001-07-02,2200-01-01
21779482,60,A/S,Aktieselskab,1999-06-10,2200-01-01
21766674,60,A/S,Aktieselskab,1999-02-01,2200-01-01
21783684,60,A/S,Aktieselskab,1999-07-01,2200-01-01
21784699,60,A/S,Aktieselskab,1999-06-22,2200-01-01
21749249,60,A/S,Aktieselskab,1999-05-26,2200-01-01
21825840,60,A/S,Aktieselskab,2002-04-17,2200-01-01
21840890,60,A/S,Aktieselskab,1999-06-23,2200-01-01
21833649,60,A/S,Aktieselskab,1999-06-29,2200-01-01
25015428,60,A/S,Aktieselskab,1950-09-14,2200-01-01
21864846,60,A/S,Aktieselskab,1999-07-01,2014-06-10
21852309,60,A/S,Aktieselskab,1999-07-30,2200-01-01
21817198,60,A/S,Aktieselskab,1999-06-28,2200-01-01
21906689,60,A/S,Aktieselskab,1999-05-31,2200-01-01
22056417,60,A/S,Aktieselskab,1976-12-21,2017-02-07
22122819,60,A/S,Aktieselskab,1956-06-02,2200-01-01
22151215,60,A/S,Aktieselskab,1930-11-20,2016-06-01
22162519,60,A/S,Aktieselskab,1951-08-29,2200-01-01
22166514,60,A/S,Aktieselskab,1939-04-03,2200-01-01
24240010,60,A/S,Aktieselskab,1976-05-25,2200-01-01
23343118,60,A/S,Aktieselskab,1999-10-16,2200-01-01
26681111,60,A/S,Aktieselskab,1941-07-19,2200-01-01
24257185,60,A/S,Aktieselskab,1996-07-01,2200-01-01
26712610,60,A/S,Aktieselskab,1970-02-25,2200-01-01
26714818,60,A/S,Aktieselskab,1967-12-01,2200-01-01
24257428,60,A/S,Aktieselskab,1998-11-30,2200-01-01
26205328,60,A/S,Aktieselskab,1970-04-01,2200-01-01
26244218,60,A/S,Aktieselskab,1967-01-10,2200-01-01
24120511,60,A/S,Aktieselskab,1966-08-17,2200-01-01
24210413,60,A/S,Aktieselskab,1999-07-01,2200-01-01
24210480,60,A/S,Aktieselskab,1982-02-26,2200-01-01
24210863,60,A/S,Aktieselskab,1999-06-28,2200-01-01
24210871,60,A/S,Aktieselskab,1999-07-28,2200-01-01
24211002,60,A/S,Aktieselskab,1999-08-11,2200-01-01
24211088,60,A/S,Aktieselskab,1999-07-01,2200-01-01
25230515,60,A/S,Aktieselskab,1970-01-21,2200-01-01
23998513,60,A/S,Aktieselskab,1974-12-19,2015-11-18
24001318,60,A/S,Aktieselskab,1977-02-08,2200-01-01
24211142,60,A/S,Aktieselskab,1999-07-15,2200-01-01
24211177,60,A/S,Aktieselskab,1999-08-09,2200-01-01
24211770,60,A/S,Aktieselskab,1999-09-06,2200-01-01
24212114,60,A/S,Aktieselskab,1977-03-15,2200-01-01
24203999,60,A/S,Aktieselskab,1999-09-28,2200-01-01
24212394,60,A/S,Aktieselskab,1999-08-12,2200-01-01
24204685,60,A/S,Aktieselskab,1999-10-01,2016-11-21
24205215,60,A/S,Aktieselskab,1999-10-07,2200-01-01
24205576,60,A/S,Aktieselskab,1999-10-01,2200-01-01
24212513,60,A/S,Aktieselskab,1999-09-17,2200-01-01
24212610,60,A/S,Aktieselskab,1999-09-17,2200-01-01
24212750,60,A/S,Aktieselskab,1984-08-14,2200-01-01
24213072,60,A/S,Aktieselskab,1999-10-01,2200-01-01
24213145,60,A/S,Aktieselskab,1999-10-04,2200-01-01
24213528,60,A/S,Aktieselskab,1999-10-01,2200-01-01
24229408,60,A/S,Aktieselskab,2005-05-02,2200-01-01
24237281,60,A/S,Aktieselskab,2006-02-28,2200-01-01
24605728,60,A/S,Aktieselskab,1964-12-10,2200-01-01
23104814,60,A/S,Aktieselskab,1964-01-01,2200-01-01
23122413,60,A/S,Aktieselskab,1985-10-28,2200-01-01
23165511,60,A/S,Aktieselskab,1984-12-24,2200-01-01
24771814,60,A/S,Aktieselskab,2002-12-22,2200-01-01
26034116,60,A/S,Aktieselskab,1939-07-01,2200-01-01
24167410,60,A/S,Aktieselskab,1955-12-01,2200-01-01
23958414,60,A/S,Aktieselskab,1957-09-03,2200-01-01
24688313,60,A/S,Aktieselskab,1945-05-08,2200-01-01
24179818,60,A/S,Aktieselskab,1962-02-12,2200-01-01
24385914,60,A/S,Aktieselskab,1941-12-23,2200-01-01
24404110,60,A/S,Aktieselskab,2005-12-12,2200-01-01
24233359,60,A/S,Aktieselskab,2005-11-11,2200-01-01
24461017,60,A/S,Aktieselskab,1956-03-01,2200-01-01
24234975,60,A/S,Aktieselskab,2001-11-30,2200-01-01
23452715,60,A/S,Aktieselskab,2001-02-22,2200-01-01
24243079,60,A/S,Aktieselskab,2005-05-24,2017-11-01
24257479,60,A/S,Aktieselskab,1999-04-01,2200-01-01
24257495,60,A/S,Aktieselskab,1976-10-27,2019-04-11
23256118,60,A/S,Aktieselskab,1969-12-08,2200-01-01
24257886,60,A/S,Aktieselskab,1973-01-23,2200-01-01
24902412,60,A/S,Aktieselskab,1948-08-19,2200-01-01
25363310,60,A/S,Aktieselskab,1976-06-22,2200-01-01
24927814,60,A/S,Aktieselskab,1975-12-16,2200-01-01
25895010,60,A/S,Aktieselskab,1969-11-13,2200-01-01
24206815,60,A/S,Aktieselskab,1985-03-05,2200-01-01
24206998,60,A/S,Aktieselskab,1986-12-09,2200-01-01
24207803,60,A/S,Aktieselskab,1995-12-28,2014-09-19
25832213,60,A/S,Aktieselskab,1969-05-19,2200-01-01
24207897,60,A/S,Aktieselskab,1996-11-01,2018-09-28
24208362,60,A/S,Aktieselskab,1999-06-10,2200-01-01
24215709,60,A/S,Aktieselskab,2000-07-05,2015-09-01
24216209,60,A/S,Aktieselskab,2000-04-14,2200-01-01
24209504,60,A/S,Aktieselskab,1999-06-18,2200-01-01
24137414,60,A/S,Aktieselskab,1965-03-05,2200-01-01
24224015,60,A/S,Aktieselskab,2003-11-21,2200-01-01
24209717,60,A/S,Aktieselskab,1999-07-01,2200-01-01
29152314,60,A/S,Aktieselskab,1970-11-30,2200-01-01
33438117,60,A/S,Aktieselskab,1970-06-22,2200-01-01
34350612,60,A/S,Aktieselskab,1971-11-29,2200-01-01
29201617,60,A/S,Aktieselskab,1958-09-17,2200-01-01
34411913,60,A/S,Aktieselskab,1960-03-29,2200-01-01
28553617,60,A/S,Aktieselskab,1965-05-22,2018-08-28
33920717,60,A/S,Aktieselskab,1971-03-05,2200-01-01
33975112,60,A/S,Aktieselskab,1971-12-21,2200-01-01
30029410,60,A/S,Aktieselskab,1970-06-25,2200-01-01
30041712,60,A/S,Aktieselskab,1906-02-15,2200-01-01
26753716,60,A/S,Aktieselskab,1969-12-12,2200-01-01
26766710,60,A/S,Aktieselskab,1986-06-20,2019-06-26
31426618,60,A/S,Aktieselskab,1947-05-22,2200-01-01
31433428,60,A/S,Aktieselskab,1935-02-09,2200-01-01
31476712,60,A/S,Aktieselskab,1962-08-21,2200-01-01
31987628,60,A/S,Aktieselskab,1970-02-21,2200-01-01
32788718,60,A/S,Aktieselskab,1971-03-15,2200-01-01
32349110,60,A/S,Aktieselskab,1962-02-27,2200-01-01
33345828,60,A/S,Aktieselskab,1970-05-27,2200-01-01
30463013,60,A/S,Aktieselskab,1970-03-17,2200-01-01
28344910,60,A/S,Aktieselskab,1915-09-15,2200-01-01
